Verse	Modern	Koine	Lemma	ESN	Role	Morphology
43006023	τοῦ	του	ὁ	35880	E	....GMS
43006023	˚Κυρίου.	=κυ	κύριος	29620	N	....GMS
43006024	Ὅτε	οτε	ὅτε	37530	C	.......
43006024	οὖν	ουν	οὖν	37670	C	.......
43006024	εἶδεν	ειδεν	ὁράω	37080	V	IAA3..S
43006024	ὁ	ο	ὁ	35880	E	....NMS
43006024	ὄχλος	οχλοσ	ὄχλος	37930	N	....NMS
43006024	ὅτι	οτι	ὅτι	37540	C	.......
43006024	˚Ἰησοῦς	=ισ	Ἰησοῦς	24240	N	....NMS
43006024	οὐκ	ουκ	οὐ	37560	D	.......
43006024	ἔστιν	εστιν	εἰμί	15100	V	IPA3..S
43006024	ἐκεῖ,	εκει	ἐκεῖ	15630	D	.......
43006024	οὐδὲ	ουδε	οὐδέ	37610	C	.......
43006024	οἱ	οι	ὁ	35880	E	....NMP
43006024	μαθηταὶ	μαθηται	μαθητής	31010	N	....NMP
43006024	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
43006024	ἐνέβησαν	ενεβησαν	ἐμβαίνω	16840	V	IAA3..P
43006024	αὐτοὶ	αυτοι	αὐτός	8460	R	...3NMP
43006024	εἰς	εισ	εἰς	15190	P	.......
43006024	τὰ	τα	ὁ	35880	E	....ANP
43006024	πλοιάρια,	πλοιαρια	πλοιάριον	41420	N	....ANP
43006024	καὶ	και	καί	25320	C	.......
43006024	ἦλθον	ηλθον	ἔρχομαι	20640	V	IAA3..P
43006024	εἰς	εισ	εἰς	15190	P	.......
43006024	Καφαρναοὺμ	καφαρναουμ	Καφαρναούμ	25840	N	....AFS
43006024	ζητοῦντες	ζητουντεσ	ζητέω	22120	V	PPA.NMP
43006024	τὸν	τον	ὁ	35880	E	....AMS
43006024	˚Ἰησοῦν.	=ιν	Ἰησοῦς	24240	N	....AMS
43006025	¶Καὶ	και	καί	25320	C	.......
43006025	εὑρόντες	ευροντεσ	εὑρίσκω	21470	V	PAA.NMP
43006025	αὐτὸν	αυτον	αὐτός	8460	R	...3AMS
43006025	πέραν	περαν	πέραν	40080	P	.......
43006025	τῆς	τησ	ὁ	35880	E	....GFS
43006025	θαλάσσης,	θαλασσησ	θάλασσα	22810	N	....GFS
43006025	εἶπον	ειπον	λέγω	30040	V	IAA3..P
43006025	αὐτῷ,	αυτω	αὐτός	8460	R	...3DMS
43006025	“Ῥαββί,	ραββει	ῥαββί	44610	N	....VMS
43006025	πότε	ποτε	πότε	42190	D	.......
43006025	ὧδε	ωδε	ὧδε	56020	D	.......
43006025	γέγονας;”	γεγονασ	γίνομαι	10960	V	IEA2..S
43006026	Ἀπεκρίθη	απεκριθη	ἀποκρίνω	6110	V	IAP3..S
43006026	αὐτοῖς	αυτοισ	αὐτός	8460	R	...3DMP
43006026	ὁ	ο	ὁ	35880	E	....NMS
43006026	˚Ἰησοῦς	=ισ	Ἰησοῦς	24240	N	....NMS
43006026	καὶ	και	καί	25320	C	.......
43006026	εἶπεν,	ειπεν	λέγω	30040	V	IAA3..S
43006026	“Ἀμὴν,	αμην	ἀμήν	2810	I	.......
43006026	ἀμὴν,	αμην	ἀμήν	2810	I	.......
43006026	λέγω	λεγω	λέγω	30040	V	IPA1..S
43006026	ὑμῖν,	υμιν	σύ	47710	R	...2D.P
43006026	ζητεῖτέ	ζητειτε	ζητέω	22120	V	IPA2..P
43006026	με,	με	ἐγώ	14730	R	...1A.S
43006026	οὐχ	ουχ	οὐ	37560	C	.......
43006026	ὅτι	οτι	ὅτι	37540	C	.......
43006026	εἴδετε	ειδετε	ὁράω	37080	V	IAA2..P
43006026	σημεῖα,	σημεια	σημεῖον	45920	N	....ANP
43006026	ἀλλʼ	αλλ	ἀλλά	2350	C	.......
43006026	ὅτι	οτι	ὅτι	37540	C	.......
43006026	ἐφάγετε	εφαγετε	ἐσθίω	20680	V	IAA2..P
43006026	ἐκ	εκ	ἐκ	15370	P	.......
43006026	τῶν	των	ὁ	35880	E	....GMP
43006026	ἄρτων	αρτων	ἄρτος	7400	N	....GMP
43006026	καὶ	και	καί	25320	C	.......
43006026	ἐχορτάσθητε.	εχορτασθητε	χορτάζω	55260	V	IAP2..P
43006027	Ἐργάζεσθε	εργαζεσθαι	ἐργάζομαι	20380	V	MPM2..P
43006027	μὴ	μη	μή	33610	D	.......
43006027	τὴν	την	ὁ	35880	E	....AFS
43006027	βρῶσιν	βρωσιν	βρῶσις	10350	N	....AFS
43006027	τὴν	την	ὁ	35880	R	....AFS
43006027	ἀπολλυμένην,	απολλυμενην	ἀπόλλυμι	6220	V	PPM.AFS
43006027	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
43006027	τὴν	την	ὁ	35880	E	....AFS
43006027	βρῶσιν	βρωσιν	βρῶσις	10350	N	....AFS
43006027	τὴν	την	ὁ	35880	R	....AFS
43006027	μένουσαν	μενουσαν	μένω	33060	V	PPA.AFS
43006027	εἰς	εισ	εἰς	15190	P	.......
43006027	ζωὴν	ζωην	ζωή	22220	N	....AFS
43006027	αἰώνιον,	αιωνιον	αἰώνιος	1660	A	....AFS
43006027	ἣν	ην	ὅς	37390	R	....AFS
43006027	ὁ	ο	ὁ	35880	E	....NMS
43006027	Υἱὸς	υιοσ	υἱός	52070	N	....NMS
43006027	τοῦ	του	ὁ	35880	E	....GMS
43006027	Ἀνθρώπου	ανθρωπου	ἄνθρωπος	4440	N	....GMS
43006027	ὑμῖν	υμιν	σύ	47710	R	...2D.P
43006027	δώσει,	δωσει	δίδωμι	13250	V	IFA3..S
43006027	τοῦτον	τουτον	οὗτος	37780	R	....AMS
43006027	γὰρ	γαρ	γάρ	10630	C	.......
43006027	ὁ	ο	ὁ	35880	E	....NMS
43006027	Πατὴρ	πατηρ	πατήρ	39620	N	....NMS
43006027	ἐσφράγισεν	εσφραγισεν	σφραγίζω	49720	V	IAA3..S
43006027	ὁ	ο	ὁ	35880	E	....NMS
43006027	˚Θεός.”	=θσ	θεός	23160	N	....NMS
43006028	Εἶπον	ειπον	λέγω	30040	V	IAA3..P
43006028	οὖν	ουν	οὖν	37670	C	.......
43006028	πρὸς	προσ	πρός	43140	P	.......
43006028	αὐτόν,	αυτον	αὐτός	8460	R	...3AMS
43006028	“Τί	τι	τίς	51010	R	....ANS
43006028	ποιῶμεν,	ποιωμεν	ποιέω	41600	V	SPA1..P
43006028	ἵνα	ινα	ἵνα	24430	C	.......
43006028	ἐργαζώμεθα	εργαζωμεθα	ἐργάζομαι	20380	V	SPM1..P
43006028	τὰ	τα	ὁ	35880	E	....ANP
43006028	ἔργα	εργα	ἔργον	20410	N	....ANP
43006028	τοῦ	του	ὁ	35880	E	....GMS
43006028	˚Θεοῦ;”	=θυ	θεός	23160	N	....GMS
43006029	Ἀπεκρίθη	απεκριθη	ἀποκρίνω	6110	V	IAP3..S
43006029	ὁ	ο	ὁ	35880	E	....NMS
43006029	˚Ἰησοῦς	=ισ	Ἰησοῦς	24240	N	....NMS
43006029	καὶ	και	καί	25320	C	.......
43006029	εἶπεν	ειπεν	λέγω	30040	V	IAA3..S
43006029	αὐτοῖς,	αυτοισ	αὐτός	8460	R	...3DMP
43006029	“Τοῦτό	τουτο	οὗτος	37780	R	....NNS
43006029	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006029	τὸ	το	ὁ	35880	E	....NNS
43006029	ἔργον	εργον	ἔργον	20410	N	....NNS
43006029	τοῦ	του	ὁ	35880	E	....GMS
43006029	˚Θεοῦ,	=θυ	θεός	23160	N	....GMS
43006029	ἵνα	ινα	ἵνα	24430	D	.......
43006029	πιστεύητε	πιστευητε	πιστεύω	41000	V	SPA2..P
43006029	εἰς	εισ	εἰς	15190	P	.......
43006029	ὃν	ον	ὅς	37390	R	....AMS
43006029	ἀπέστειλεν	απεστειλεν	ἀποστέλλω	6490	V	IAA3..S
43006029	ἐκεῖνος.”	εκεινοσ	ἐκεῖνος	15650	R	....NMS
43006030	Εἶπον	ειπον	λέγω	30040	V	IAA3..P
43006030	οὖν	ουν	οὖν	37670	C	.......
43006030	αὐτῷ,	αυτω	αὐτός	8460	R	...3DMS
43006030	“Τί	τι	τίς	51010	R	....ANS
43006030	οὖν	ουν	οὖν	37670	C	.......
43006030	ποιεῖς	ποιεισ	ποιέω	41600	V	IPA2..S
43006030	σὺ	συ	σύ	47710	R	...2N.S
43006030	σημεῖον,	σημειον	σημεῖον	45920	N	....ANS
43006030	ἵνα	ινα	ἵνα	24430	C	.......
43006030	ἴδωμεν	ιδωμεν	ὁράω	37080	V	SAA1..P
43006030	καὶ	και	καί	25320	C	.......
43006030	πιστεύσωμέν	πιστευσωμεν	πιστεύω	41000	V	SAA1..P
43006030	σοι;	σοι	σύ	47710	R	...2D.S
43006030	Τί	τι	τίς	51010	R	....ANS
43006030	ἐργάζῃ;	εργαζη	ἐργάζομαι	20380	V	IPM2..S
43006031	Οἱ	οι	ὁ	35880	E	....NMP
43006031	πατέρες	πατερεσ	πατήρ	39620	N	....NMP
43006031	ἡμῶν	ημων	ἐγώ	14730	R	...1G.P
43006031	τὸ	το	ὁ	35880	E	....ANS
43006031	μάννα	μαννα	μάννα	31310	N	....ANS
43006031	ἔφαγον	εφαγον	ἐσθίω	20680	V	IAA3..P
43006031	ἐν	εν	ἐν	17220	P	.......
43006031	τῇ	τη	ὁ	35880	E	....DFS
43006031	ἐρήμῳ,	ερημω	ἔρημος	20480	S	....DFS
43006031	καθώς	καθωσ	καθώς	25310	C	.......
43006031	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006031	γεγραμμένον,	γεγραμμενον	γράφω	11250	V	PEP.NNS
43006031	‘Ἄρτον	αρτον	ἄρτος	7400	N	....AMS
43006031	ἐκ	εκ	ἐκ	15370	P	.......
43006031	τοῦ	του	ὁ	35880	E	....GMS
43006031	οὐρανοῦ	ουρανου	οὐρανός	37720	N	....GMS
43006031	ἔδωκεν	εδωκεν	δίδωμι	13250	V	IAA3..S
43006031	αὐτοῖς	αυτοισ	αὐτός	8460	R	...3DMP
43006031	φαγεῖν.’”	φαγειν	ἐσθίω	20680	V	NAA....
43006032	Εἶπεν	ειπεν	λέγω	30040	V	IAA3..S
43006032	οὖν	ουν	οὖν	37670	C	.......
43006032	αὐτοῖς	αυτοισ	αὐτός	8460	R	...3DMP
43006032	ὁ	ο	ὁ	35880	E	....NMS
43006032	˚Ἰησοῦς,	=ισ	Ἰησοῦς	24240	N	....NMS
43006032	“Ἀμὴν,	αμην	ἀμήν	2810	I	.......
43006032	ἀμὴν,	αμην	ἀμήν	2810	I	.......
43006032	λέγω	λεγω	λέγω	30040	V	IPA1..S
43006032	ὑμῖν,	υμιν	σύ	47710	R	...2D.P
43006032	οὐ	ου	οὐ	37560	C	.......
43006032	Μωϋσῆς	μωυσησ	Μωϋσῆς	34750	N	....NMS
43006032	δέδωκεν	δεδωκεν	δίδωμι	13250	V	IEA3..S
43006032	ὑμῖν	υμιν	σύ	47710	R	...2D.P
43006032	τὸν	τον	ὁ	35880	E	....AMS
43006032	ἄρτον	αρτον	ἄρτος	7400	N	....AMS
43006032	ἐκ	εκ	ἐκ	15370	P	.......
43006032	τοῦ	του	ὁ	35880	E	....GMS
43006032	οὐρανοῦ,	ουρανου	οὐρανός	37720	N	....GMS
43006032	ἀλλʼ	αλλ	ἀλλά	2350	C	.......
43006032	ὁ	ο	ὁ	35880	E	....NMS
43006032	Πατήρ	πατηρ	πατήρ	39620	N	....NMS
43006032	μου	μου	ἐγώ	14730	R	...1G.S
43006032	δίδωσιν	διδωσιν	δίδωμι	13250	V	IPA3..S
43006032	ὑμῖν	υμιν	σύ	47710	R	...2D.P
43006032	τὸν	τον	ὁ	35880	E	....AMS
43006032	ἄρτον	αρτον	ἄρτος	7400	N	....AMS
43006032	ἐκ	εκ	ἐκ	15370	P	.......
43006032	τοῦ	του	ὁ	35880	E	....GMS
43006032	οὐρανοῦ	ουρανου	οὐρανός	37720	N	....GMS
43006032	τὸν	τον	ὁ	35880	E	....AMS
43006032	ἀληθινόν.	αληθινον	ἀληθινός	2280	A	....AMS
43006033	Ὁ	ο	ὁ	35880	E	....NMS
43006033	γὰρ	γαρ	γάρ	10630	C	.......
43006033	ἄρτος	αρτοσ	ἄρτος	7400	N	....NMS
43006033	τοῦ	του	ὁ	35880	E	....GMS
43006033	˚Θεοῦ	=θυ	θεός	23160	N	....GMS
43006033	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006033	ὁ	ο	ὁ	35880	R	....NMS
43006033	καταβαίνων	καταβαινων	καταβαίνω	25970	V	PPA.NMS
43006033	ἐκ	εκ	ἐκ	15370	P	.......
43006033	τοῦ	του	ὁ	35880	E	....GMS
43006033	οὐρανοῦ,	ουρανου	οὐρανός	37720	N	....GMS
43006033	καὶ	και	καί	25320	C	.......
43006033	ζωὴν	ζωην	ζωή	22220	N	....AFS
43006033	διδοὺς	διδουσ	δίδωμι	13250	V	PPA.NMS
43006033	τῷ	τω	ὁ	35880	E	....DMS
43006033	κόσμῳ.”	κοσμω	κόσμος	28890	N	....DMS
43006034	Εἶπον	ειπον	λέγω	30040	V	IAA3..P
43006034	οὖν	ουν	οὖν	37670	C	.......
43006034	πρὸς	προσ	πρός	43140	P	.......
43006034	αὐτόν,	αυτον	αὐτός	8460	R	...3AMS
43006034	“Κύριε,	κυριε	κύριος	29620	N	....VMS
43006034	πάντοτε	παντοτε	πάντοτε	38420	D	.......
43006034	δὸς	δοσ	δίδωμι	13250	V	MAA2..S
43006034	ἡμῖν	ημιν	ἐγώ	14730	R	...1D.P
43006034	τὸν	τον	ὁ	35880	E	....AMS
43006034	ἄρτον	αρτον	ἄρτος	7400	N	....AMS
43006034	τοῦτον.”	τουτον	οὗτος	37780	E	....AMS
43006035	¶Εἶπεν	ειπεν	λέγω	30040	V	IAA3..S
43006035	αὐτοῖς	αυτοισ	αὐτός	8460	R	...3DMP
43006035	ὁ	ο	ὁ	35880	E	....NMS
43006035	˚Ἰησοῦς,	=ισ	Ἰησοῦς	24240	N	....NMS
43006035	“Ἐγώ	εγω	ἐγώ	14730	R	...1N.S
43006035	εἰμι	ειμι	εἰμί	15100	V	IPA1..S
43006035	ὁ	ο	ὁ	35880	E	....NMS
43006035	ἄρτος	αρτοσ	ἄρτος	7400	N	....NMS
43006035	τῆς	τησ	ὁ	35880	E	....GFS
43006035	ζωῆς·	ζωησ	ζωή	22220	N	....GFS
43006035	ὁ	ο	ὁ	35880	R	....NMS
43006035	ἐρχόμενος	ερχομενοσ	ἔρχομαι	20640	V	PPM.NMS
43006035	πρὸς	προσ	πρός	43140	P	.......
43006035	ἐμὲ,	εμε	ἐγώ	14730	R	...1A.S
43006035	οὐ	ου	οὐ	37560	D	.......
43006035	μὴ	μη	μή	33610	D	.......
43006035	πεινάσῃ,	πειναση	πεινάω	39830	V	SAA3..S
43006035	καὶ	και	καί	25320	C	.......
43006035	ὁ	ο	ὁ	35880	R	....NMS
43006035	πιστεύων	πιστευων	πιστεύω	41000	V	PPA.NMS
43006035	εἰς	εισ	εἰς	15190	P	.......
43006035	ἐμὲ,	εμε	ἐγώ	14730	R	...1A.S
43006035	οὐ	ου	οὐ	37560	D	.......
43006035	μὴ	μη	μή	33610	D	.......
43006035	διψήσει	διψησει	διψάω	13720	V	IFA3..S
43006035	πώποτε.	πωποτε	πώποτε	44550	D	.......
43006036	Ἀλλʼ	αλλ	ἀλλά	2350	C	.......
43006036	εἶπον	ειπον	λέγω	30040	V	IAA1..S
43006036	ὑμῖν	υμιν	σύ	47710	R	...2D.P
43006036	ὅτι	οτι	ὅτι	37540	C	.......
43006036	καὶ	και	καί	25320	C	.......
43006036	ἑωράκατέ	εωρακατε	ὁράω	37080	V	IEA2..P
43006036	με	με	ἐγώ	14730	R	...1A.S
43006036	καὶ	και	καί	25320	C	.......
43006036	οὐ	ου	οὐ	37560	D	.......
43006036	πιστεύετε.	πιστευεται	πιστεύω	41000	V	IPA2..P
43006037	Πᾶν	παν	πᾶς	39560	S	....NNS
43006037	ὃ	ο	ὅς	37390	R	....ANS
43006037	δίδωσίν	διδωσιν	δίδωμι	13250	V	IPA3..S
43006037	μοι	μοι	ἐγώ	14730	R	...1D.S
43006037	ὁ	ο	ὁ	35880	E	....NMS
43006037	Πατὴρ,	πατηρ	πατήρ	39620	N	....NMS
43006037	πρὸς	προσ	πρός	43140	P	.......
43006037	ἐμὲ	εμε	ἐγώ	14730	R	...1A.S
43006037	ἥξει,	ηξει	ἥκω	22400	V	IFA3..S
43006037	καὶ	και	καί	25320	C	.......
43006037	τὸν	τον	ὁ	35880	R	....AMS
43006037	ἐρχόμενον	ερχομενον	ἔρχομαι	20640	V	PPM.AMS
43006037	πρός	προσ	πρός	43140	P	.......
43006037	ἐμὲ,	εμε	ἐγώ	14730	R	...1A.S
43006037	οὐ	ου	οὐ	37560	D	.......
43006037	μὴ	μη	μή	33610	D	.......
43006037	ἐκβάλω	εκβαλω	ἐκβάλλω	15440	V	SAA1..S
43006037	ἔξω.	εξω	ἔξω	18540	D	.......
43006038	Ὅτι	οτι	ὅτι	37540	C	.......
43006038	καταβέβηκα	καταβεβηκα	καταβαίνω	25970	V	IEA1..S
43006038	ἀπὸ	απο	ἀπό	5750	P	.......
43006038	τοῦ	του	ὁ	35880	E	....GMS
43006038	οὐρανοῦ,	ουρανου	οὐρανός	37720	N	....GMS
43006038	οὐχ	ουχ	οὐ	37560	C	.......
43006038	ἵνα	ινα	ἵνα	24430	C	.......
43006038	ποιῶ	ποιω	ποιέω	41600	V	SPA1..S
43006038	τὸ	το	ὁ	35880	E	....ANS
43006038	θέλημα	θελημα	θέλημα	23070	N	....ANS
43006038	τὸ	το	ὁ	35880	E	....ANS
43006038	ἐμὸν,	εμον	ἐμός	16990	E	...1ANS
43006038	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
43006038	τὸ	το	ὁ	35880	E	....ANS
43006038	θέλημα	θελημα	θέλημα	23070	N	....ANS
43006038	τοῦ	του	ὁ	35880	R	....GMS
43006038	πέμψαντός	πεμψαντοσ	πέμπω	39920	V	PAA.GMS
43006038	με.	με	ἐγώ	14730	R	...1A.S
43006039	Τοῦτο	τουτο	οὗτος	37780	R	....NNS
43006039	δέ	δε	δέ	11610	C	.......
43006039	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006039	τὸ	το	ὁ	35880	E	....NNS
43006039	θέλημα	θελημα	θέλημα	23070	N	....NNS
43006039	τοῦ	του	ὁ	35880	R	....GMS
43006039	πέμψαντός	πεμψαντοσ	πέμπω	39920	V	PAA.GMS
43006039	με,	με	ἐγώ	14730	R	...1A.S
43006039	ἵνα	ινα	ἵνα	24430	D	.......
43006039	πᾶν	παν	πᾶς	39560	S	....ANS
43006039	ὃ	ο	ὅς	37390	R	....ANS
43006039	δέδωκέν	δεδωκεν	δίδωμι	13250	V	IEA3..S
43006039	μοι,	μοι	ἐγώ	14730	R	...1D.S
43006039	μὴ	μη	μή	33610	D	.......
43006039	ἀπολέσω	απολεσω	ἀπολλύω	6220	V	SAA1..S
43006039	ἐξ	εξ	ἐκ	15370	P	.......
43006039	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GNS
43006039	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
43006039	ἀναστήσω	αναστησω	ἀνίστημι	4500	V	IFA1..S
43006039	αὐτὸ	αυτο	αὐτός	8460	R	...3ANS
43006039	τῇ	τη	ὁ	35880	E	....DFS
43006039	ἐσχάτῃ	εσχατη	ἔσχατος	20780	E	....DFS
43006039	ἡμέρᾳ.	ημερα	ἡμέρα	22500	N	....DFS
43006040	Τοῦτο	τουτο	οὗτος	37780	R	....NNS
43006040	γάρ	γαρ	γάρ	10630	C	.......
43006040	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006040	τὸ	το	ὁ	35880	E	....NNS
43006040	θέλημα	θελημα	θέλημα	23070	N	....NNS
43006040	τοῦ	του	ὁ	35880	E	....GMS
43006040	Πατρός	πατροσ	πατήρ	39620	N	....GMS
43006040	μου,	μου	ἐγώ	14730	R	...1G.S
43006040	ἵνα	ινα	ἵνα	24430	D	.......
43006040	πᾶς	πασ	πᾶς	39560	S	....NMS
43006040	ὁ	ο	ὁ	35880	R	....NMS
43006040	θεωρῶν	θεωρων	θεωρέω	23340	V	PPA.NMS
43006040	τὸν	τον	ὁ	35880	E	....AMS
43006040	Υἱὸν	υιον	υἱός	52070	N	....AMS
43006040	καὶ	και	καί	25320	C	.......
43006040	πιστεύων	πιστευων	πιστεύω	41000	V	PPA.NMS
43006040	εἰς	εισ	εἰς	15190	P	.......
43006040	αὐτὸν,	αυτον	αὐτός	8460	R	...3AMS
43006040	ἔχῃ	εχη	ἔχω	21920	V	SPA3..S
43006040	ζωὴν	ζωην	ζωή	22220	N	....AFS
43006040	αἰώνιον,	αιωνιον	αἰώνιος	1660	A	....AFS
43006040	καὶ	και	καί	25320	C	.......
43006040	ἀναστήσω	αναστησω	ἀνίστημι	4500	V	IFA1..S
43006040	αὐτὸν	αυτον	αὐτός	8460	R	...3AMS
43006040	ἐγὼ	εγω	ἐγώ	14730	R	...1N.S
43006040	τῇ	τη	ὁ	35880	E	....DFS
43006040	ἐσχάτῃ	εσχατη	ἔσχατος	20780	E	....DFS
43006040	ἡμέρᾳ.”	ημερα	ἡμέρα	22500	N	....DFS
43006041	¶Ἐγόγγυζον	εγογγυζον	γογγύζω	11110	V	IIA3..P
43006041	οὖν	ουν	οὖν	37670	C	.......
43006041	οἱ	οι	ὁ	35880	E	....NMP
43006041	Ἰουδαῖοι	ιουδαιοι	Ἰουδαῖος	24530	S	....NMP
43006041	περὶ	περι	περί	40120	P	.......
43006041	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
43006041	ὅτι	οτι	ὅτι	37540	C	.......
43006041	εἶπεν,	ειπεν	λέγω	30040	V	IAA3..S
43006041	“Ἐγώ	εγω	ἐγώ	14730	R	...1N.S
43006041	εἰμι	ειμι	εἰμί	15100	V	IPA1..S
43006041	ὁ	ο	ὁ	35880	E	....NMS
43006041	ἄρτος	αρτοσ	ἄρτος	7400	N	....NMS
43006041	ὁ	ο	ὁ	35880	R	....NMS
43006041	καταβὰς	καταβασ	καταβαίνω	25970	V	PAA.NMS
43006041	ἐκ	εκ	ἐκ	15370	P	.......
43006041	τοῦ	του	ὁ	35880	E	....GMS
43006041	οὐρανοῦ.”	ουρανου	οὐρανός	37720	N	....GMS
43006042	Καὶ	και	καί	25320	C	.......
43006042	ἔλεγον,	ελεγον	λέγω	30040	V	IIA3..P
43006042	“Οὐχ	ουχ	οὐ	37560	T	.......
43006042	οὗτός	ουτοσ	οὗτος	37780	R	....NMS
43006042	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
43006042	˚Ἰησοῦς	=ισ	Ἰησοῦς	24240	N	....NMS
43006042	ὁ	ο	ὁ	35880	E	....NMS
43006042	υἱὸς	υιοσ	υἱός	52070	N	....NMS
43006042	Ἰωσήφ,	ιωσηφ	Ἰωσήφ	25010	N	....GMS
43006042	οὗ	ου	ὅς	37390	R	....GMS
43006042	ἡμεῖς	ημεισ	ἐγώ	14730	R	...1N.P
43006042	οἴδαμεν	οιδαμεν	εἴδω	14920	V	IEA1..P
43006042	τὸν	τον	ὁ	35880	E	....AMS
43006042	πατέρα	πατερα	πατήρ	39620	N	....AMS
43006042	καὶ	και	καί	25320	C	.......
43006042	τὴν	την	ὁ	35880	E	....AFS
43006042	μητέρα;	μητερα	μήτηρ	33840	N	....AFS
43006042	Πῶς	πωσ	πῶς	44590	D	.......
43006042	νῦν	νυν	νῦν	35680	D	.......
43006042	λέγει,	λεγει	λέγω	30040	V	IPA3..S
43006042	ὅτι	οτι	ὅτι	37540	C	.......
43006042	‘Ἐκ	εκ	ἐκ	15370	P	.......
43006042	τοῦ	του	ὁ	35880	E	....GMS
43006042	οὐρανοῦ	ουρανου	οὐρανός	37720	N	....GMS
43006042	καταβέβηκα’;”	καταβεβηκα	καταβαίνω	25970	V	IEA1..S
43006043	Ἀπεκρίθη	απεκριθη	ἀποκρίνω	6110	V	IAP3..S
43006043	˚Ἰησοῦς	=ισ	Ἰησοῦς	24240	N	....NMS
43006043	καὶ	και	καί	25320	C	.......
43006043	εἶπεν	ειπεν	λέγω	30040	V	IAA3..S
43006043	αὐτοῖς,	αυτοισ	αὐτός	8460	R	...3DMP
43006043	“Μὴ	μη	μή	33610	D	.......
43006043	γογγύζετε	γογγυζετε	γογγύζω	11110	V	MPA2..P
43006043	μετʼ	μετ	μετά	33260	P	.......
43006043	ἀλλήλων.	αλληλων	ἀλλήλων	2400	R	....GMP
43006044	Οὐδεὶς	ουδεισ	οὐδείς	37620	R	....NMS
43006044	δύναται	δυναται	δύναμαι	14100	V	IPM3..S
43006044	ἐλθεῖν	ελθειν	ἔρχομαι	20640	V	NAA....
43006044	πρός	προσ	πρός	43140	P	.......
43006044	με,	με	ἐγώ	14730	R	...1A.S
43006044	ἐὰν	εαν	ἐάν	14370	C	.......
43006044	μὴ	μη	μή	33610	D	.......
43006044	ὁ	ο	ὁ	35880	E	....NMS
43006044	Πατὴρ,	πατηρ	πατήρ	39620	N	....NMS
43006044	ὁ	ο	ὁ	35880	R	....NMS
43006044	πέμψας	πεμψασ	πέμπω	39920	V	PAA.NMS
43006044	με,	με	ἐγώ	14730	R	...1A.S
43006044	ἑλκύσῃ	ελκυση	ἑλκύω	16700	V	SAA3..S
43006044	αὐτόν,	αυτον	αὐτός	8460	R	...3AMS
43006044	κἀγὼ	καγω	κἀγώ	25040	R	...1N.S
43006044	ἀναστήσω	αναστησω	ἀνίστημι	4500	V	IFA1..S
43006044	αὐτὸν	αυτον	αὐτός	8460	R	...3AMS
43006044	τῇ	τη	ὁ	35880	E	....DFS
43006044	ἐσχάτῃ	εσχατη	ἔσχατος	20780	E	....DFS
43006044	ἡμέρᾳ.	ημερα	ἡμέρα	22500	N	....DFS
43006045	Ἔστιν	εστιν	εἰμί	15100	V	IPA3..S
43006045	γεγραμμένον	γεγραμμενον	γράφω	11250	V	PEP.NNS
43006045	ἐν	εν	ἐν	17220	P	.......
43006045	τοῖς	τοισ	ὁ	35880	E	....DMP
43006045	προφήταις,	προφηταισ	προφήτης	43960	N	....DMP
43006045	‘Καὶ	και	καί	25320	C	.......
43006045	ἔσονται	εσονται	εἰμί	15100	V	IFM3..P
43006045	πάντες	παντεσ	πᾶς	39560	E	....NMP
43006045	διδακτοὶ	διδακτοι	διδακτός	13180	S	....NMP
43006045	˚Θεοῦ.’	=θυ	θεός	23160	N	....GMS
43006045	Πᾶς	πασ	πᾶς	39560	S	....NMS
43006045	ὁ	ο	ὁ	35880	R	....NMS
43006045	ἀκούσας	ακουσασ	ἀκούω	1910	V	PAA.NMS
43006045	παρὰ	παρα	παρά	38440	P	.......
43006045	τοῦ	του	ὁ	35880	E	....GMS
43006045	Πατρὸς	πατροσ	πατήρ	39620	N	....GMS
43006045	καὶ	και	καί	25320	C	.......
43006045	μαθὼν,	μαθων	μανθάνω	31290	V	PAA.NMS
43006045	ἔρχεται	ερχεται	ἔρχομαι	20640	V	IPM3..S
43006045	πρὸς	προσ	πρός	43140	P	.......
43006045	με.	με	ἐγώ	14730	R	...1A.S
43006046	Οὐχ	ουχ	οὐ	37560	D	.......
43006046	ὅτι	οτι	ὅτι	37540	C	.......
43006046	τὸν	τον	ὁ	35880	E	....AMS
43006046	Πατέρα	πατερα	πατήρ	39620	N	....AMS
43006046	ἑώρακέν	εωρακεν	ὁράω	37080	V	IEA3..S
43006046	τις,	τισ	τὶς	51000	R	....NMS
43006046	εἰ	ει	εἰ	14870	P	.......
43006046	μὴ	μη	μή	33610	D	.......
43006046	ὁ	ο	ὁ	35880	R	....NMS
